college_id,College Name,Fees,Average Package,Highest Package,Rating,Ranking,Main Link,Reviews Link
85,"VIT University - [VIT- AP], Guntur","₹ 1,98,000","₹ 1,00,00,000",,4 / 5,,https://collegedunia.com/university/59270-vit-university-vit-ap-guntur,https://collegedunia.com/university/59270-vit-university-vit-ap-guntur/reviews
149,"SRMIST Delhi NCR Campus, Ghaziabad","₹ 2,21,000","₹ 65,00,000",,3.9 / 5,,https://collegedunia.com/university/25967-srmist-delhi-ncr-campus-ghaziabad,https://collegedunia.com/university/25967-srmist-delhi-ncr-campus-ghaziabad/reviews
84,"Vellore Institute of Technology - [VIT] Chennai, Chennai","₹ 1,98,000","₹ 9,90,000","₹ 88,00,000",4 / 5,,https://collegedunia.com/university/56865-vellore-institute-of-technology-vit-chennai-chennai,https://collegedunia.com/university/56865-vellore-institute-of-technology-vit-chennai-chennai/reviews
131,"Saveetha Engineering College - [SEC], Chennai","₹ 50,000","₹ 5,36,000","₹ 36,00,000",4 / 5,#201 th / 300 in India 2025,https://collegedunia.com/college/14967-saveetha-engineering-college-sec-chennai,https://collegedunia.com/college/14967-saveetha-engineering-college-sec-chennai/reviews
134,"NMAM Institute of Technology - [NMAMIT], Udupi","₹ 3,60,000","₹ 59,00,000",,4 / 5,#87 th / 286 in India 2025,https://collegedunia.com/college/56066-nmam-institute-of-technology-nmamit-udupi,https://collegedunia.com/college/56066-nmam-institute-of-technology-nmamit-udupi/reviews
99,"Christ University Bangalore (Kengeri Campus), Bangalore","₹ 3,98,000","₹ 8,78,000","₹ 16,00,000",4 / 5,,https://collegedunia.com/university/64886-christ-university-bangalore-kengeri-campus-bangalore,https://collegedunia.com/university/64886-christ-university-bangalore-kengeri-campus-bangalore/reviews
137,"Sri Ramakrishna Institute of Technology - [SRIT], Coimbatore","₹ 1,08,000",,,3.9 / 5,#196 th / 286 in India 2025,https://collegedunia.com/college/15244-sri-ramakrishna-institute-of-technology-srit-coimbatore,https://collegedunia.com/college/15244-sri-ramakrishna-institute-of-technology-srit-coimbatore/reviews
138,"Shiv Nadar University, Chennai","₹ 3,96,000","₹ 11,35,000","₹ 58,09,000",4.1 / 5,,https://collegedunia.com/university/62410-shiv-nadar-university-chennai,https://collegedunia.com/university/62410-shiv-nadar-university-chennai/reviews
86,"SRM Institute of Science and Technology - [SRMIST], Chennai","₹ 2,85,000","₹ 6,66,000","₹ 65,00,000",4 / 5,#21 th / 286 in India 2025,https://collegedunia.com/university/25896-srm-institute-of-science-and-technology-srmist-chennai,https://collegedunia.com/university/25896-srm-institute-of-science-and-technology-srmist-chennai/reviews
98,"Narsee Monjee Institute of Management Studies - [NMIMS Deemed to be University], Mumbai","₹ 4,50,000","₹ 25,13,000","₹ 67,70,000",4.1 / 5,#101 th / 300 in India 2025,https://collegedunia.com/university/25716-narsee-monjee-institute-of-management-studies-nmims-deemed-to-be-university-mumbai,https://collegedunia.com/university/25716-narsee-monjee-institute-of-management-studies-nmims-deemed-to-be-university-mumbai/reviews
104,"Anna University - [AU], Chennai","₹ 47,200",,,3.7 / 5,#12 th / 286 in India 2025,https://collegedunia.com/university/25863-anna-university-au-chennai,https://collegedunia.com/university/25863-anna-university-au-chennai/reviews
89,"Amrita Vishwa Vidyapeetham, Coimbatore","₹ 6,10,000","₹ 9,08,000","₹ 56,95,000",3.8 / 5,#23 th / 300 in India 2025,https://collegedunia.com/university/28384-amrita-vishwa-vidyapeetham-coimbatore,https://collegedunia.com/university/28384-amrita-vishwa-vidyapeetham-coimbatore/reviews
94,"Chitkara University - [CU], Patiala","₹ 2,40,000","₹ 10,80,000","₹ 1,10,00,000",4 / 5,#62 th / 269 in India 2025,https://collegedunia.com/university/25778-chitkara-university-cu-patiala,https://collegedunia.com/university/25778-chitkara-university-cu-patiala/reviews
116,"MIT World Peace University - [MIT-WPU], Pune","₹ 3,65,000","₹ 7,00,000","₹ 51,36,000",3.9 / 5,#56 th / 286 in India 2025,https://collegedunia.com/university/18416-mit-world-peace-university-mitwpu-pune,https://collegedunia.com/university/18416-mit-world-peace-university-mitwpu-pune/reviews
140,"Graphic Era University - [GEU], Dehradun","₹ 3,23,400","₹ 61,99,000",,4.1 / 5,#52 th / 300 in India 2025,https://collegedunia.com/university/25985-graphic-era-university-geu-dehradun,https://collegedunia.com/university/25985-graphic-era-university-geu-dehradun/reviews
95,"Amity University, Noida","₹ 3,50,000","₹ 9,60,000","₹ 62,00,000",4 / 5,#43 th / 269 in India 2025,https://collegedunia.com/university/54797-amity-university-noida,https://collegedunia.com/university/54797-amity-university-noida/reviews
143,"GLA University, Mathura","₹ 2,03,000","₹ 6,30,000","₹ 55,00,000",4.2 / 5,#151 th / 300 in India 2025,https://collegedunia.com/university/25939-gla-university-mathura,https://collegedunia.com/university/25939-gla-university-mathura/reviews
147,"Tezpur University - [TU], Tezpur","₹ 61,786",,,4.1 / 5,#151 th / 300 in India 2025,https://collegedunia.com/university/25401-tezpur-university-tu-tezpur,https://collegedunia.com/university/25401-tezpur-university-tu-tezpur/reviews
93,"UPES, Dehradun","₹ 2,82,000","₹ 33,00,000",,3.9 / 5,#43 th / 300 in India 2025,https://collegedunia.com/university/25997-upes-dehradun,https://collegedunia.com/university/25997-upes-dehradun/reviews
93,"UPES, Dehradun","₹ 2,82,000","₹ 33,00,000",,3.9 / 5,#43 th / 300 in India 2025,https://collegedunia.com/university/25997-upes-dehradun,https://collegedunia.com/university/25997-upes-dehradun/reviews
142,"Bennett University, Greater Noida","₹ 4,80,000","₹ 11,10,000","₹ 1,37,00,000",4.1 / 5,#42 th / 173 in India 2024,https://collegedunia.com/university/55776-bennett-university-greater-noida,https://collegedunia.com/university/55776-bennett-university-greater-noida/reviews
92,"Shiv Nadar University - [SNU], Greater Noida","₹ 7,58,500","₹ 9,88,000","₹ 54,82,000",4.3 / 5,#21 th / 173 in India 2024,https://collegedunia.com/university/25973-shiv-nadar-university-snu-greater-noida,https://collegedunia.com/university/25973-shiv-nadar-university-snu-greater-noida/reviews
144,"Harcourt Butler Technological University - [HBTU], Kanpur","₹ 1,35,000","₹ 17,50,000",,3.8 / 5,#23 th / 269 in India 2025,https://collegedunia.com/university/13697-harcourt-butler-technological-university-hbtu-kanpur,https://collegedunia.com/university/13697-harcourt-butler-technological-university-hbtu-kanpur/reviews
